,mae,rmse,mre
kmeans,307.6795393652298,1984.9226670316405,0.06634003316248795
agglomerative,6178.097234542043,65976.04642998056,1.8499299986756261
spectral,60.20999930244147,101.13520880979083,0.00943398113205659
