,mae,rmse,mre
kmeans,433.74013365608675,2794.346342042983,0.0892468486838611
agglomerative,11545.050390324675,107525.63430877934,2.506711989838482
spectral,36.820916827260056,50.57312457224689,0.008306623862918064
