,mae,rmse,mre
kmeans,1.025171205214037,1.9951942261343896,0.005385164807134508
agglomerative,0.32377306867619454,0.6828975032902086,2.7755575615628914e-17
spectral,2.0901887474579905,1.48432341489313,0.011661903789690602
