,mae,rmse,mre
kmeans,99.46794096592129,402.23455509068344,0.0191049731745428
agglomerative,172.76523458439254,1755.9468211036472,0.06774215821775977
spectral,48.72885958033491,79.49121328172062,0.011999999999999992
